ID,Item1,Item2,Item3,Item4,Item5,Item6,Item7,Item8,Item9,Item10,Item11,Item12,Item13,Item14,Item15,Item16,Item17,Item18,Item19,Item20,Item21,Item22,Item23,Item24,Item25,Item26,Item27,Item28,Item29,Item30,Item31,Item32,Item33,Item34,Item35,Item36,Item37,Item38,Item39,Item40,Item41,Item42,Item43,Item44,Item45,Item46,Item47,Item48,Item49,Item50,Item51,Item52,Item53,Item54,Item55,Item56,Item57,Item58,Item59,Item60,Item61,Item62,Item63,Item64,Item65,Item66,Item67,Item68,Item69,Item70,Item71,Item72,Item73,Item74,Item75,Item76,Item77,Item78,Item79,Item80,Item81,Item82,Item83,Item84,Item85,Item86,Item87,Item88,Item89,Item90,Item91,Item92
6233,C,2,A,2,C,2,2,C,B,C,D,A,B,C,D,E,B,2,2,2,2,2,2,B,2,A,B,2,2,E,2,C,D,2,2,2,2,B,2,B,2,2,2,2,2,2,B,2,E,B,2,2,C,B,2,2,2,2,2,B,2,B,2,2,B,2,B,2,2,B,B,2,B,2,2,2,2,2,2,2,2,A,D,B,A,2,C,2,2,2,2,2
6234,C,E,E,B,E,B,E,D,B,A,C,C,E,A,D,A,C,D,2,2,2,2,2,A,E,B,E,2,B,B,A,2,C,C,A,C,B,B,A,D,2,B,2,2,2,2,E,D,D,B,A,2,B,A,A,2,B,2,D,D,B,2,C,2,2,2,2,2,A,C,E,B,B,A,A,C,2,B,C,E,E,A,B,A,2,D,2,A,E,A,A,B
6235,C,E,D,B,C,B,E,D,A,A,C,E,D,C,E,B,A,C,C,E,C,B,E,C,D,A,A,D,E,D,E,B,D,A,C,A,C,C,E,B,C,B,E,A,D,B,C,C,D,E,A,E,D,E,A,A,A,B,C,E,A,C,B,A,B,C,D,B,E,C,E,C,B,A,B,C,B,E,B,D,C,C,B,D,E,E,B,C,B,C,C,E
6236,C,B,C,D,C,A,D,A,C,A,D,D,C,C,D,E,B,A,A,E,E,A,A,E,B,A,A,A,D,B,B,A,A,A,C,D,A,E,C,B,B,E,A,D,D,E,C,A,D,B,D,A,C,A,C,E,A,A,D,D,B,D,E,C,E,B,B,B,D,C,E,B,D,E,A,D,B,D,D,E,B,D,E,E,A,E,C,A,E,C,C,B
6237,C,E,D,B,E,D,E,C,D,E,D,B,B,C,D,B,A,A,D,D,A,A,D,C,E,B,A,D,E,C,D,C,D,E,C,D,C,C,E,B,D,B,A,A,C,C,C,A,E,E,C,D,C,E,B,A,B,E,D,E,D,E,C,A,B,B,D,A,E,C,E,B,B,A,B,C,B,E,D,E,C,A,D,D,D,B,B,A,B,E,B,A
6238,C,E,D,A,D,A,E,C,C,A,E,C,E,C,D,B,D,C,B,C,E,D,A,A,C,B,C,C,A,A,B,C,E,D,A,A,B,E,C,B,D,B,E,C,A,E,E,D,C,A,D,C,D,E,B,C,D,C,B,E,B,D,E,C,E,A,D,B,D,C,E,C,B,E,B,C,B,E,C,A,C,A,D,B,D,B,B,E,D,D,B,C
6239,C,E,C,D,E,D,E,D,A,A,C,B,E,C,E,B,D,D,C,A,A,B,B,C,D,A,A,E,B,C,B,C,C,E,C,B,A,C,C,D,D,B,C,D,C,A,E,A,D,A,A,E,D,E,B,C,B,E,C,B,C,D,A,A,B,B,D,D,E,C,E,B,B,A,A,C,B,E,D,E,C,A,B,C,C,D,A,A,B,E,B,A
6240,C,A,D,A,E,D,E,D,C,A,C,B,C,C,D,A,B,B,A,A,A,A,E,E,D,D,C,D,B,A,D,B,C,A,D,C,A,B,C,D,E,B,C,D,E,A,E,A,B,B,B,B,C,E,B,C,C,A,D,A,E,B,D,B,B,D,B,C,D,C,A,D,B,B,E,B,D,A,A,E,A,B,D,C,C,D,E,D,D,C,C,A
6241,C,A,D,B,E,B,E,C,C,C,D,C,C,C,D,B,C,D,C,D,A,A,D,B,D,A,A,C,E,D,C,C,D,C,B,D,B,E,D,D,C,D,A,D,C,B,C,D,E,B,C,E,D,D,C,A,B,C,B,C,D,B,A,E,D,C,D,D,E,B,A,C,B,A,B,D,E,C,D,D,E,D,B,C,D,E,D,B,E,D,C,B
6242,C,E,D,B,E,A,E,D,C,A,D,C,C,C,B,C,D,D,C,D,C,D,C,C,E,A,A,B,A,C,D,C,E,E,E,E,D,C,B,C,D,D,E,C,D,E,C,A,D,E,D,E,C,E,D,A,D,E,D,E,D,B,B,B,B,A,D,D,E,C,E,B,B,E,B,C,D,B,A,C,D,A,B,D,C,A,B,D,D,A,C,A
6243,C,A,B,B,E,C,E,D,A,E,E,E,E,E,D,B,C,B,C,E,A,C,A,C,E,B,E,E,B,E,A,C,A,E,C,C,A,E,A,C,C,E,E,C,B,C,C,C,B,A,E,D,C,A,E,A,E,E,E,C,A,D,A,E,E,E,E,E,E,D,C,A,B,A,A,C,E,D,C,B,C,A,A,C,C,2,A,A,E,E,D,C
6244,C,E,D,B,C,D,E,D,C,E,C,B,E,B,D,B,D,D,C,D,D,A,D,C,C,B,A,E,E,C,C,C,B,E,D,A,B,E,A,D,C,B,A,E,C,A,C,A,C,E,D,D,E,E,A,A,B,B,C,B,D,D,A,A,D,C,D,A,D,C,E,B,B,A,E,B,B,E,B,C,C,A,B,D,C,A,B,A,D,E,A,B
6245,C,E,D,B,E,D,E,D,C,E,C,B,D,C,D,B,C,D,C,E,B,D,D,A,E,B,C,C,E,D,E,C,C,A,A,C,A,B,D,D,D,B,D,A,B,E,A,D,C,E,D,E,E,E,B,E,D,E,C,E,D,B,2,D,C,C,D,E,E,C,E,C,B,A,E,C,E,A,B,D,B,D,E,A,C,D,E,C,D,C,E,D
6246,C,E,D,A,E,D,E,D,E,E,B,E,E,D,2,2,2,2,C,C,D,2,2,A,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,E,2,2,2,2,2,E,A,D,D,B,E,D,D,D,D,D,D,D,E,2,2,2,C,D,A,D,E,E,C,A,D,B,C,E,A,B,D,C,A,D,E,A,D,B,D,C,E,E,E,E,2
6247,C,D,C,A,C,E,A,C,E,A,E,B,C,E,A,C,D,A,C,B,C,A,D,A,E,B,D,A,C,B,D,A,C,B,D,A,B,C,D,E,D,C,B,A,A,B,C,D,A,B,C,E,A,B,C,A,C,A,C,A,C,A,C,A,B,A,C,A,C,A,A,A,B,C,A,B,C,D,E,A,B,C,A,B,A,C,B,E,A,B,D,A
6248,C,E,D,B,C,D,E,D,C,D,D,B,D,C,D,B,A,D,C,D,C,A,E,C,E,A,A,D,B,E,D,C,D,E,A,D,D,C,E,D,A,B,A,D,E,E,C,A,E,B,D,D,C,E,E,C,B,E,D,A,C,B,A,B,B,D,B,B,D,C,E,B,B,A,D,C,B,B,D,E,C,A,B,D,A,D,A,B,B,B,C,B
6249,C,E,D,B,E,B,E,D,C,A,E,D,C,C,D,B,D,D,D,E,E,2,D,C,E,B,A,C,D,A,C,B,C,A,A,C,D,C,B,D,B,A,C,A,2,2,C,D,B,A,C,B,C,E,A,A,B,E,E,E,D,B,A,D,B,2,A,2,E,D,E,E,B,A,C,A,C,D,B,A,A,E,C,D,E,C,A,C,2,2,2,2
6250,C,E,D,B,E,B,C,D,A,D,C,B,A,C,B,B,B,D,C,E,A,A,D,C,E,A,A,D,E,C,D,C,E,E,A,D,D,C,E,D,D,B,A,E,C,D,B,A,E,A,D,D,C,B,B,A,B,E,D,E,D,B,A,D,B,A,D,E,E,C,E,A,B,A,B,C,B,E,D,E,C,A,B,D,C,D,B,A,A,E,B,B
6251,C,E,D,B,E,D,E,D,C,E,C,B,B,C,D,B,B,D,C,D,A,B,D,C,E,B,A,D,B,E,D,C,B,B,A,D,E,C,E,B,A,D,B,D,A,B,D,A,D,E,D,C,E,E,B,A,B,E,D,E,E,B,A,C,E,B,D,B,E,C,A,D,B,E,D,C,D,C,D,D,D,B,E,C,A,D,B,A,D,C,B,A
6252,C,E,D,B,C,A,E,D,C,A,E,B,C,C,D,B,B,D,B,C,C,C,C,C,C,B,A,D,B,D,D,A,D,E,B,A,B,E,B,D,D,B,C,C,C,B,C,D,C,C,A,B,B,B,B,B,C,C,C,B,C,A,B,B,C,C,C,A,E,C,E,A,B,A,D,C,D,B,C,A,D,B,E,A,D,B,C,A,B,E,C,B
6253,C,E,A,A,D,C,E,D,B,D,E,A,C,B,D,B,C,A,D,A,E,B,C,C,E,B,D,C,B,E,C,C,A,B,C,D,D,D,B,D,A,E,B,E,C,D,D,B,C,A,B,D,E,A,A,B,B,E,D,E,A,B,C,D,B,A,D,C,D,C,A,B,C,E,D,B,E,D,D,C,B,A,D,C,C,A,B,A,D,B,C,E
6254,C,E,D,B,2,D,E,D,C,D,C,C,B,C,D,B,D,D,C,D,A,B,D,C,E,B,A,D,E,C,D,B,C,E,A,A,C,E,E,B,D,B,A,D,A,A,C,A,E,E,A,D,C,E,B,A,B,E,D,E,D,B,A,B,A,B,D,C,D,C,E,B,B,A,B,C,B,E,D,E,C,A,E,D,C,C,B,A,B,E,B,A
6255,A,C,E,D,E,D,C,A,D,D,B,C,A,B,B,C,C,C,A,C,B,D,E,A,A,B,D,D,A,C,A,E,A,D,E,C,B,E,E,D,A,C,D,E,B,E,E,A,B,B,E,D,B,D,A,D,D,D,B,D,A,D,A,A,B,D,D,A,D,D,B,B,B,D,B,A,E,C,B,E,A,D,A,C,E,A,B,A,D,A,C,D
6256,D,A,D,A,C,A,E,D,C,B,D,B,C,D,C,E,C,B,C,D,D,B,E,B,A,B,D,C,B,D,D,A,D,A,C,D,A,E,C,D,E,B,C,E,A,E,C,D,C,B,C,E,C,B,A,C,C,D,A,A,A,E,D,C,C,D,D,E,B,C,E,B,B,D,D,C,C,E,D,C,B,C,B,C,A,E,A,E,D,C,E,D
6257,C,E,D,B,E,D,E,C,E,C,E,B,E,D,D,B,B,B,C,D,A,A,D,C,E,B,A,D,D,D,D,C,E,E,A,D,C,C,E,D,D,E,D,A,C,D,C,D,E,E,C,E,C,E,B,A,B,E,A,E,D,D,A,A,D,D,C,E,D,B,E,B,B,A,E,C,B,E,D,D,C,A,E,B,D,B,B,A,B,E,A,B
6258,C,E,D,B,E,D,E,D,C,E,C,C,B,2,D,A,A,2,C,B,A,A,2,C,E,B,A,D,E,C,D,C,D,E,A,D,A,C,E,B,D,A,D,A,C,C,A,A,D,A,C,D,C,E,B,A,B,E,D,E,A,B,C,A,B,B,D,D,E,C,E,B,B,A,B,C,B,E,D,E,C,A,B,E,C,D,B,A,E,E,B,2
6259,C,B,B,E,D,B,E,D,C,B,C,C,D,C,B,B,D,D,D,A,A,A,B,B,E,B,A,E,B,D,D,A,B,C,A,A,D,E,E,D,D,B,B,D,E,A,C,D,B,E,A,A,C,E,A,A,B,E,D,B,B,D,C,A,A,D,D,A,E,C,E,D,B,E,C,D,D,B,A,A,A,A,A,C,B,E,D,A,E,C,E,A
6260,B,D,E,A,B,B,D,E,D,B,D,C,E,C,D,E,D,B,2,2,2,2,E,B,A,D,D,E,C,B,A,B,B,E,B,D,A,D,B,D,C,A,D,E,E,E,E,D,A,B,A,D,E,B,E,E,C,E,A,D,E,B,B,A,C,B,A,B,C,B,D,A,C,D,E,C,B,D,E,A,D,D,E,B,D,A,D,B,C,D,E,B
6261,C,A,D,A,C,A,E,E,C,A,B,C,B,B,B,B,D,D,E,D,A,A,A,C,A,A,A,C,B,A,D,A,D,B,A,A,B,E,A,D,B,B,C,E,D,D,C,A,C,C,C,B,E,E,A,C,B,C,B,A,A,D,C,A,B,D,D,D,D,B,A,C,C,E,2,2,2,2,2,2,2,D,B,C,B,D,E,A,A,E,C,A
6262,C,E,D,B,C,D,E,A,C,B,E,B,C,A,B,D,C,E,B,C,D,A,E,C,B,B,A,C,B,E,D,C,E,B,C,E,B,C,D,B,A,E,C,B,D,A,D,C,D,E,C,E,C,E,B,E,B,A,D,B,A,B,D,A,B,E,D,C,E,C,E,C,B,A,B,D,E,E,D,D,C,B,C,A,E,D,C,B,D,A,B,2
6263,C,E,D,B,E,D,E,D,A,E,C,B,B,C,D,B,D,D,C,A,A,A,D,C,E,B,A,D,B,D,C,E,B,D,B,E,E,A,D,D,B,B,E,E,D,E,E,D,A,E,C,C,C,E,D,B,A,A,E,D,B,B,A,C,B,A,D,E,D,C,C,B,A,A,C,B,E,D,D,C,E,A,B,C,A,E,D,D,A,A,E,C
6264,C,E,D,B,C,D,E,D,A,E,C,B,2,D,B,C,D,A,A,D,A,D,D,A,E,B,A,D,E,C,D,C,E,E,A,D,C,C,E,D,D,B,A,A,C,C,A,A,D,B,C,D,C,E,B,A,B,E,D,E,B,B,A,A,B,C,D,D,D,C,E,B,B,A,B,C,B,E,D,E,A,A,B,D,C,D,B,A,A,E,B,A
6265,C,E,D,B,E,D,A,D,C,D,C,B,B,C,D,A,D,D,C,D,A,A,D,C,A,B,A,A,E,C,C,C,B,E,B,E,D,E,C,D,C,B,A,D,A,C,B,E,D,E,D,B,D,E,B,B,B,D,C,E,A,C,A,A,B,E,D,D,E,C,E,B,B,E,B,C,C,B,D,E,C,A,B,E,C,A,B,A,E,B,A,A
6266,C,E,C,D,B,D,E,C,B,B,B,C,C,C,D,B,D,A,B,B,B,B,B,C,E,B,2,2,E,C,D,A,E,A,C,C,D,C,E,B,C,B,E,D,E,2,E,A,E,E,C,B,D,A,A,B,B,A,B,A,D,B,A,A,A,A,A,A,E,C,E,B,B,A,D,D,D,D,D,D,D,C,D,C,E,E,E,A,B,A,B,B
6267,C,E,B,A,B,C,B,D,C,A,C,C,A,C,D,A,D,C,B,C,D,B,D,C,B,B,C,D,B,C,A,A,C,B,B,D,E,E,C,A,E,B,D,C,A,E,C,D,B,E,A,C,C,B,C,C,B,C,B,B,B,C,D,B,A,B,C,E,E,D,E,E,B,B,C,A,E,C,D,D,C,A,D,C,C,B,C,D,C,A,C,B
6268,B,A,C,B,C,E,E,D,C,A,D,C,D,C,B,C,C,C,D,B,C,C,C,C,C,A,A,D,E,C,C,C,C,C,B,D,B,E,A,D,C,B,C,B,C,C,A,D,C,B,A,E,B,A,C,B,C,B,D,C,B,D,C,B,D,C,C,2,E,B,E,C,B,E,A,B,C,D,E,C,C,B,D,E,C,C,A,B,2,A,C,A
6269,C,E,D,C,E,D,E,D,A,C,A,C,D,C,D,E,A,B,D,C,E,A,B,A,B,B,E,D,E,A,B,C,D,E,E,D,A,D,B,A,C,B,D,A,B,A,C,D,A,B,A,A,C,A,A,B,A,A,B,E,C,A,A,A,B,E,A,A,D,C,E,B,A,A,C,C,D,D,E,C,B,B,A,B,D,C,B,B,A,A,C,A
6270,C,A,D,E,E,B,E,D,C,E,C,C,B,C,D,B,D,D,C,2,2,2,2,C,E,B,A,A,C,D,A,2,D,E,B,C,D,A,2,B,E,A,C,A,E,D,C,A,D,E,A,D,C,B,B,E,B,A,C,B,A,B,C,A,B,2,D,2,C,B,E,C,B,E,B,C,B,D,B,D,D,A,E,B,C,D,C,2,2,2,2,2
6271,B,B,D,C,D,C,B,E,C,A,C,B,B,C,C,A,C,A,D,E,A,A,B,C,D,D,C,C,C,E,C,A,B,A,B,D,D,C,E,C,D,D,B,D,D,E,C,C,D,B,D,E,A,B,A,C,A,B,B,D,A,D,C,C,A,A,C,A,C,A,E,D,C,A,B,E,B,D,D,D,B,B,E,E,D,D,C,B,B,E,C,A
6272,C,A,D,B,D,D,E,D,C,B,A,E,C,C,D,A,D,A,B,E,A,B,B,C,D,B,B,D,B,D,B,A,E,C,A,D,D,E,C,A,A,B,B,B,B,B,C,D,E,E,B,E,B,E,B,B,B,A,D,D,B,E,A,2,B,C,B,D,B,B,E,C,B,B,C,C,B,B,B,E,B,D,B,A,A,B,D,A,A,E,C,E
6273,C,A,D,B,C,B,E,D,C,A,C,C,C,E,C,A,E,D,B,A,D,B,B,A,D,E,E,B,D,A,D,E,C,A,B,C,B,E,A,C,B,D,C,A,D,E,C,A,D,B,C,B,C,B,E,B,D,A,A,E,C,D,A,B,D,E,D,B,E,A,B,B,B,A,E,C,B,D,E,A,B,C,D,C,A,B,D,E,B,A,B,D
6274,C,2,D,B,E,D,E,D,A,E,C,B,B,A,D,B,D,A,D,E,A,D,B,D,E,B,A,D,E,C,D,C,E,E,C,D,C,C,E,D,A,A,B,A,C,A,C,C,E,E,A,D,E,E,B,A,B,E,D,E,A,E,A,B,B,A,D,D,E,B,E,A,B,A,D,C,B,D,D,E,C,A,E,C,C,C,B,A,D,E,C,E
6275,C,A,B,B,E,C,E,D,C,B,C,C,B,C,D,C,A,A,C,C,A,C,D,A,C,B,A,E,B,D,C,C,B,A,D,A,A,B,D,D,D,C,A,C,E,B,C,A,D,B,A,E,C,B,A,A,D,A,D,A,B,B,D,E,B,A,A,C,D,C,A,D,B,A,E,D,B,E,D,A,B,A,B,C,D,A,A,E,D,E,C,B
6276,C,B,D,B,E,D,C,D,C,D,D,D,C,C,D,B,B,B,C,D,E,A,C,C,D,A,A,B,A,E,D,C,D,A,D,D,D,E,A,D,C,B,C,A,A,C,B,A,E,E,D,D,B,E,A,D,B,A,B,E,C,E,A,B,A,E,D,A,E,A,E,C,B,A,D,B,C,D,E,A,C,A,E,C,E,A,B,A,A,D,E,C
6277,C,E,B,B,E,D,E,D,C,A,D,B,D,C,D,B,D,D,C,D,A,A,D,A,E,B,A,A,C,A,D,A,B,C,A,D,C,C,B,D,C,A,B,E,D,E,C,D,D,B,D,E,E,B,E,D,B,E,C,E,A,E,C,E,A,B,B,D,E,C,C,B,B,B,B,C,D,B,E,A,D,B,C,C,D,B,E,A,C,E,B,D
6278,B,C,A,A,E,B,C,D,C,A,D,E,A,B,B,B,B,C,B,C,A,B,C,A,A,B,B,B,E,A,D,A,E,C,D,D,A,B,B,B,C,B,B,C,2,E,C,D,E,E,E,C,C,D,A,B,B,D,B,A,C,B,D,B,A,C,D,C,E,B,E,D,B,A,C,B,E,B,B,B,B,D,B,C,A,D,C,B,C,B,C,*
6279,D,A,E,C,E,B,E,C,C,A,B,B,C,B,D,B,D,B,A,D,B,C,E,C,E,B,A,D,E,D,A,C,A,C,D,E,A,E,D,E,D,D,D,E,E,B,B,D,E,B,D,D,E,D,A,B,E,B,C,E,C,B,A,D,A,E,B,B,C,C,B,E,B,E,B,C,B,C,B,C,B,A,C,C,D,D,A,A,D,C,B,E
6280,E,E,C,B,D,A,D,C,B,C,E,D,*,D,B,E,C,D,A,C,C,A,D,B,D,B,A,E,C,D,B,A,E,D,C,A,*,C,D,B,A,C,B,B,D,A,C,B,D,A,E,E,A,C,B,D,B,E,C,D,C,A,E,B,D,C,A,B,E,A,E,C,D,B,C,B,D,A,E,C,D,D,D,A,E,C,D,B,C,A,E,D
6281,C,E,D,C,E,D,E,D,C,D,D,B,B,C,D,B,B,B,C,D,B,C,E,C,E,B,D,D,E,C,B,C,E,A,A,E,C,C,E,D,2,A,2,A,D,C,C,D,E,E,D,D,C,E,B,A,C,E,A,B,E,B,A,E,B,D,D,E,D,C,E,C,B,E,B,C,B,E,D,D,C,A,B,B,C,D,A,B,D,E,B,A
6282,C,E,D,B,A,D,A,A,C,B,D,B,D,C,D,B,B,A,D,B,E,B,D,C,E,B,A,D,E,C,C,E,B,E,A,E,C,E,B,B,D,B,C,D,A,A,C,A,D,A,A,D,E,B,B,A,B,E,B,E,D,E,A,A,B,B,D,A,D,C,E,B,B,A,B,C,B,E,D,D,B,A,B,B,C,E,E,E,B,E,B,A
6283,C,B,B,C,D,B,E,D,C,E,A,B,C,C,C,B,C,B,A,A,B,C,E,A,D,B,E,A,E,A,B,C,A,E,B,A,D,C,E,D,A,C,A,C,D,C,C,A,D,A,A,C,E,E,B,E,B,E,B,E,C,E,C,E,C,A,D,A,D,C,E,B,B,E,E,B,A,E,C,A,D,A,B,D,C,B,C,E,A,D,B,B
6284,C,A,A,D,A,A,A,E,E,A,A,D,B,C,B,C,E,A,D,E,E,E,E,A,B,B,A,D,D,A,C,A,B,E,B,A,D,D,D,*,A,A,B,D,D,2,E,B,B,E,D,E,E,A,B,D,C,A,D,C,B,E,D,B,B,B,C,E,E,A,B,D,B,E,E,E,C,A,E,B,E,A,A,A,D,A,D,D,B,A,A,E
6285,B,E,D,A,C,D,A,E,B,A,E,D,D,C,E,A,C,D,D,B,A,D,E,D,D,C,A,B,E,B,D,A,C,B,E,C,D,A,A,C,E,D,A,E,D,B,E,B,D,A,C,D,E,B,D,B,D,A,C,B,D,B,E,C,A,E,A,D,D,B,E,A,C,E,D,D,D,A,D,C,B,B,E,A,C,B,E,A,C,D,B,2
6286,C,E,D,B,B,D,B,D,C,D,D,B,C,C,E,B,E,C,C,C,C,C,C,C,E,B,C,B,B,B,B,B,B,B,D,D,D,D,D,D,E,D,B,C,D,A,E,D,C,B,D,E,B,B,E,D,B,A,C,C,C,C,C,C,A,B,B,D,D,C,B,E,B,E,C,C,C,C,C,C,C,A,A,A,A,A,A,C,B,E,D,D
6287,C,E,D,B,E,A,E,D,A,E,C,C,C,C,D,A,D,D,A,D,B,B,D,C,D,B,A,D,E,E,C,C,D,A,A,D,A,A,E,D,C,B,D,A,E,D,E,C,E,E,A,D,E,A,C,A,B,E,B,E,D,C,A,B,B,B,B,B,B,A,E,C,A,C,B,C,D,E,A,C,A,C,E,A,B,D,A,E,B,E,C,E
6288,C,E,D,D,D,A,E,D,A,A,D,B,B,C,D,B,D,D,A,B,E,A,E,C,E,B,A,C,B,B,D,C,D,E,D,D,C,A,D,C,C,A,C,B,2,2,B,2,E,E,C,E,C,B,A,B,A,C,D,E,B,B,B,B,B,B,D,B,E,C,E,C,B,A,E,A,C,D,B,A,*,A,D,C,C,C,B,2,2,2,2,2
6289,C,E,B,B,B,B,E,A,C,E,C,B,B,B,D,B,D,D,D,D,A,B,B,C,E,B,A,A,E,E,C,C,C,E,A,D,E,E,E,D,D,B,C,C,A,A,C,A,*,A,D,E,B,2,A,C,B,E,D,A,A,C,D,A,E,B,C,D,E,C,E,B,B,A,B,C,B,E,A,E,C,A,B,C,C,D,E,A,B,E,B,C
6290,C,E,B,C,C,B,D,E,C,A,A,B,2,2,D,2,E,D,C,C,C,C,C,C,D,B,D,D,B,D,D,C,D,C,2,2,2,2,2,A,2,2,2,2,2,D,*,A,A,B,A,E,C,E,D,D,B,B,2,D,C,B,B,B,B,B,B,B,E,C,A,A,B,A,B,2,2,2,E,2,B,A,B,C,2,A,B,A,B,C,B,A
6291,C,D,D,B,A,A,D,A,C,B,D,B,C,A,B,C,A,E,A,C,B,D,A,A,D,B,C,E,B,D,A,C,A,E,C,A,C,B,C,A,D,B,D,A,C,B,B,A,A,C,B,C,D,A,B,A,B,A,C,B,B,D,B,A,D,B,D,E,E,C,E,C,B,A,B,A,C,D,A,E,2,A,B,E,A,A,C,D,A,A,C,A
6292,C,A,D,B,A,C,D,D,C,B,A,E,C,B,D,B,C,A,C,D,B,A,C,A,C,B,D,E,B,C,A,B,D,C,B,B,D,A,C,C,E,A,D,D,B,B,C,D,B,B,D,D,E,E,A,B,C,C,D,B,A,D,C,E,B,C,C,D,D,C,E,B,B,E,B,A,D,D,C,E,B,C,C,A,E,D,A,D,E,B,C,B
6293,C,E,D,B,E,D,E,D,C,D,A,E,B,C,C,C,D,A,C,D,E,E,B,A,E,A,D,C,B,B,C,C,B,C,C,A,D,E,B,D,B,D,A,A,B,D,E,A,C,B,C,B,E,E,C,C,B,A,D,E,B,D,A,E,A,C,C,D,E,C,E,B,B,C,B,D,B,A,D,A,C,A,B,E,D,D,D,E,E,D,D,A
6294,C,E,D,B,E,D,D,D,E,E,C,B,C,C,D,B,B,D,C,D,A,A,D,C,E,B,A,D,E,C,D,A,E,E,A,D,A,C,E,D,D,B,A,D,C,2,C,A,D,E,C,E,C,B,B,A,B,E,D,E,D,E,A,D,B,B,D,D,E,C,E,B,B,A,B,C,B,E,D,E,C,A,B,D,C,D,B,A,B,E,B,A
6295,C,A,D,B,E,D,E,D,C,A,E,2,C,C,A,A,D,D,C,D,B,A,E,C,D,B,C,C,C,D,B,C,E,D,C,C,B,A,B,B,C,B,A,A,A,A,E,D,2,E,A,D,C,E,2,A,B,E,E,A,A,D,A,B,B,A,D,C,D,C,E,B,B,B,2,E,A,B,B,D,C,E,E,A,D,A,C,A,B,B,C,E
6296,C,E,D,B,E,D,E,D,C,E,C,C,B,C,B,B,C,D,C,A,B,C,D,C,E,B,A,D,E,D,C,C,E,E,A,D,A,C,E,B,D,B,A,A,A,C,C,A,C,E,D,E,C,E,C,C,B,E,D,D,B,E,A,A,C,B,D,A,E,C,E,B,B,A,A,C,B,C,D,E,D,D,B,D,D,D,D,D,D,D,D,D
6297,C,E,D,B,E,D,E,D,A,E,C,B,B,C,D,B,D,D,C,B,B,B,B,C,E,B,A,D,E,C,D,C,E,E,A,D,A,C,E,B,D,B,A,A,A,D,C,A,D,E,C,D,C,E,B,A,B,E,D,E,D,E,C,B,B,D,D,2,E,C,E,C,B,A,B,C,B,A,D,E,C,A,A,A,A,A,A,A,B,E,B,A
6298,C,E,D,B,E,D,E,D,A,E,C,B,B,C,D,B,D,D,C,D,A,A,D,C,E,B,A,D,E,E,D,C,E,A,A,D,C,C,E,D,D,B,A,A,C,C,A,A,E,E,E,D,D,E,B,A,B,E,D,E,D,B,A,A,C,B,D,E,E,C,E,B,B,A,B,C,B,E,D,E,C,A,B,D,C,D,B,E,B,E,B,A
6299,C,E,D,B,2,2,2,D,C,E,C,C,C,C,D,B,2,2,2,2,2,2,2,A,A,B,2,C,2,E,C,2,D,2,2,D,2,2,2,2,2,2,2,2,2,2,E,D,2,A,D,2,2,A,A,D,C,2,2,D,B,E,2,2,B,2,D,2,C,C,2,D,B,E,2,B,D,A,C,D,2,D,A,D,C,2,2,2,2,2,2,2
6300,C,E,D,B,E,D,E,D,A,E,C,B,B,C,D,B,D,D,C,D,A,A,D,A,E,B,A,A,E,C,D,C,D,E,C,D,C,C,A,B,D,B,D,C,B,E,A,A,E,E,A,B,C,B,A,A,B,E,D,B,A,E,D,B,A,E,D,B,D,C,E,C,B,A,B,C,B,E,D,E,C,A,E,C,C,D,B,D,A,B,D,2
6301,C,E,D,B,E,D,C,D,D,E,E,B,C,C,D,B,D,2,A,B,A,2,2,A,E,B,A,D,E,E,D,C,E,E,A,D,C,C,E,D,D,B,A,A,C,C,A,A,D,E,C,D,C,E,B,A,B,E,D,E,D,E,A,E,C,B,D,E,D,C,E,B,B,A,A,C,D,A,D,C,E,A,B,C,C,A,B,A,A,E,B,A
6302,C,D,D,B,E,D,A,D,A,C,C,B,B,C,D,A,C,D,C,D,A,A,D,C,B,B,A,D,E,C,D,A,E,E,A,D,C,C,E,B,D,E,A,A,C,D,C,A,E,E,D,D,C,B,D,A,B,E,D,E,B,E,A,A,B,B,D,D,E,C,E,B,B,A,B,C,B,E,D,E,C,B,B,D,C,D,B,A,B,E,B,B
6303,C,E,D,B,E,D,E,D,A,E,D,B,C,C,D,B,B,D,C,D,A,A,D,C,E,B,A,D,E,C,D,C,E,E,A,B,C,C,E,D,D,B,A,A,C,A,C,C,E,E,C,D,C,E,B,A,B,E,D,E,D,E,A,A,B,B,D,D,E,C,E,E,B,B,B,C,B,E,D,E,C,A,B,C,C,D,B,A,B,E,B,A
6304,E,E,D,B,A,D,E,D,C,D,D,B,C,C,D,B,E,C,C,E,A,E,D,C,E,B,A,D,E,D,B,C,E,E,A,D,C,A,C,B,D,B,A,D,D,C,C,D,E,E,C,D,C,E,B,A,B,E,D,E,B,D,D,A,B,B,D,D,E,A,E,A,B,A,B,C,B,E,C,D,C,A,B,D,C,B,B,A,B,E,E,A
